20030905	creative	2
20030905	disappointed	2
20030905	none	6
20030905	sweaty	2
20031021	accepting	2
20031021	accomplished	16
20031021	adored	8
20031021	adventurous	6
20031021	aggravated	4
20031021	amorous	2
20031021	amused	10
20031021	angry	4
20031021	angsty	2
20031021	animated	3
20031021	annoyed	15
20031021	anxious	4
20031021	apathetic	3
20031021	artistic	2
20031021	awake	4
20031021	basslined	2
20031021	betrayed	2
