-27.5	153.1	1129
-27.5	153.3	138
-27.5	153.2	592
-27.5	153.0	2866
-27.5	152.0	83
-27.5	152.5	29
-27.5	152.9	276
-27.5	153.4	103
-27.6	152.2	6
-27.6	152.9	588
-27.6	153.2	448
-27.6	151.6	13
