10000	65859
10001	146663
10002	48672
10003	37804
10003-8915	4
10004	11513
10004-0759	2
10005	10425
10006	5329
10007	8734
10008	5922
10009	46003
10010	24065
10011	61619
10012	22312
10013	13164
10013-1315	7
10014	9677
10015	5715
10016	17570
10017	11567
