10000	Dragon Wars	9
10000	SuperPoke Pets	179
10000	Dancing Bananas_	75
10000	digitck	1
10000	Random Friend Viewer 	56
10000	Daily Horoscope	1
10000	FARKLE	30
10000	Chat	12
10000	Hero World	47
10000	PinkRibbon	7
10000	Super Slot Machines	47
10000	RSS Reader	5
10000	SexGames	36
10001	Astrology	18
10001	Rockstars	3
10001	Movies	50
10001	Green Spot	30
10001	RockYou Pets	95
10001	Tag Me	1415
10001	Nitrous Racing	18
10001	Baby Animals Dressup Tiger	3
